# id:4--8--4 
-0.23,-0.71,1.1232051953276
0.54,0.12,-0.96989211953996
0.7,0.36,-1.6284292557964
0.73,-0.51,-0.68199329480565
-0.7,-0.79,-0.26863500617244
-0.95,-0.61,-1.5107454317756
-0.56,0.61,-1.5275449182786
0.85,0.76,-2.2577029071468
-0.13,-0.81,1.1308552049904
-0.6,-0.51,-0.14507780672269
-0.36,0.78,-0.62675904801615
-0.09,-0.58,0.57281757255197
-0.73,-0.89,0.039065785146287
-0.85,0.71,-1.8007594795282
-0.36,-0.66,0.1181776085144
0.85,0.42,-2.0207940043497
-0.37,0.39,-0.87557309654787
-0.47,-0.68,-0.018758398756611
-0.26,-0.74,0.92651526236503
-0.18,0.04,0.068047992870489
-0.52,-0.13,-0.4801579200203
0.43,-0.08,0.039117555708216
-0.53,0.28,-0.50018098048889
-0.33,0.35,-0.48533695748363
0.48,0.08,-0.7903053122235
0.84,-0.89,-0.26362989279778
-0.14,-0.25,0.2853945489931
-0.47,0.13,-0.48876970225445
-0.14,-0.31,0.13245145969827
-0.16,0.51,-0.63868482040449
0.03,-0.32,0.35127500666308
-0.08,0.66,-0.69006263878062
-0.94,0.46,-2.0785136861904
0.99,-0.19,-1.8638171026254
0.73,-0.2,-0.61818460509791
0.86,-0.8,-0.51285715184926
0.68,0.29,-0.86947370553219
0.13,-0.85,0.6090623784393
-0.44,0.81,-1.2823419861804
0.5,-0.97,0.56225738527539
-0.12,0.34,-0.5090702374956
-0.86,0.74,-2.5596639385568
-0.92,-0.32,-0.86392144223354
-0.13,-0.05,0.077836683452612
0.37,0.72,-0.72330688053633
-0.55,-0.61,0.10052295813804
-0.6,0.38,-1.354219137966
-0.95,-0.54,-1.0392740722224
-0.16,-0.96,1.0817303212266
0.28,-0.44,0.0075616389727483
-0.16,0.13,-0.24731632458939
-0.23,-0.48,0.34102561507105
-0.58,0.9,-1.3799325074003
-0.33,-0.01,-0.034769982416144
0.71,-0.84,-0.3063400970773
0.02,-0.42,0.22535448675891
0.5,0.17,-0.50457140066915
-0.68,0.59,-1.7243369504788
0.86,0.2,-1.5695482763126
-0.47,0.22,-0.3743717718051
-0.09,-0.02,-0.055646162899163
0.62,0.31,-1.3153072307819
-0.64,0.68,-1.413567219346
0.78,0.2,-1.7199215578938
0.72,0.05,-1.06444150044
0.76,-0.44,-0.74559025637398
-0.82,-0.47,-1.4416125319175
0.08,-0.39,0.71168298445124
-0.57,0.75,-1.3860058401087
0.6,-0.87,0.33183239315643
0.91,-0.38,-1.6743358394354
-0.28,0.41,-0.7461089959121
0.79,0.05,-1.4640162481463
-0.01,0.65,-0.6674216468941
-0.76,0.52,-1.7632426968107
-0.14,0.15,-0.037429112700377
-0.5,-0.52,-0.13922284648372
-0.54,-0.14,-0.44888940629604
-0.84,-0.77,-0.48089425223777
-0.95,0.88,-2.5213234525638
0.29,0.82,-0.84213205328345
-0.56,0.48,-1.3655820797471
-0.65,0.52,-1.5649186196035
-0.92,-0.22,-1.3295696711403
0.27,0.68,-1.0218816698916
-0.08,0.18,-0.31781251847342
-0.71,0.65,-1.5270600310348
-0.42,-0.92,0.43522680282492
-0.31,0.58,-0.65673734334817
0.73,-0.07,-1.0454884892804
0.1,-0.41,0.39969246700304
-0.92,0.6,-2.1443949565196
0.08,-0.46,0.25521222996136
-0.54,0.24,-0.97300044339546
-0.22,-0.49,0.52379015309689
0.12,-0.94,0.82352662247122
-0.67,0.56,-1.6605292257935
0.55,-0.31,0.1451417081176
0.08,0.63,-0.61957489608265
0.48,-0.66,0.36802619778476
0.31,-0.61,0.41827283423232
0.52,0.6,-1.0740409866775
-0.97,-0.9,-1.33900504957
0.68,-0.28,-0.66220371386699
0.68,0.41,-1.5938762449973
0.66,-0.23,-0.25158966330969
-1,0.74,-2.7544342234476
-0.63,0.08,-0.8636288122465
-0.72,-0.17,-1.0743067503662
-0.69,0.06,-0.73528177035546
0.35,0.43,-0.6456253164369
0.13,0.69,-0.67494907656043
-0.01,-0.33,0.084843109388515
-0.63,-0.94,0.2340213139296
-0.71,0.85,-1.4095215912241
